EID,Title,URL
660301841,"Jacqueline Brown (King of Spades, Ohio)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/bb673f09-e9bf-49ba-b9f8-4b4bbc6860f4/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=bb673f09-e9bf-49ba-b9f8-4b4bbc6860f4&feed=ZH32N6UM"
658437908,"Stanley “Stosh” Stowik, Sr. (2 of Hearts, Rhode Island)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/84080c0d-5147-4a8e-adfb-c1318b3cbbb8/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=84080c0d-5147-4a8e-adfb-c1318b3cbbb8&feed=ZH32N6UM"
656024919,"Ruth Carter (King of Diamonds, Ohio)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/dc56b7b8-9cd4-4a58-b817-eae0042e1bba/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=dc56b7b8-9cd4-4a58-b817-eae0042e1bba&feed=ZH32N6UM"
652420733,"Clarissa Castro (King of Hearts, California)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/761fa11b-7f48-40d7-8e08-74fbb9a52d82/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=761fa11b-7f48-40d7-8e08-74fbb9a52d82&feed=ZH32N6UM"
650425179,"Tira Snyder (Jack of Hearts, Washington)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/ebb0904e-99ba-4892-be3b-67f405515fab/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=ebb0904e-99ba-4892-be3b-67f405515fab&feed=ZH32N6UM"
648739275,"Jennifer “Moonbeam” Hammond & Christina White (10 of Hearts & 3 of Clubs, New York)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/d065938e-cf76-4e6d-8e1d-37bcab502458/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=d065938e-cf76-4e6d-8e1d-37bcab502458&feed=ZH32N6UM"
646952273,"Your Honorable Honor (King of Clubs, California)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/08b32d50-e7ef-423b-8fc0-9b79d76c7e10/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=08b32d50-e7ef-423b-8fc0-9b79d76c7e10&feed=ZH32N6UM"
645159532,"Eden Young (3 of Hearts, Minnesota)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/0d153f0c-8c32-4d4d-9efe-c899a49e71ba/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=0d153f0c-8c32-4d4d-9efe-c899a49e71ba&feed=ZH32N6UM"
643298936,"Sharon Pretorius (6 of Diamonds, Ohio)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/cf99f157-caf9-427e-87a5-89e4ea9a09a9/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=cf99f157-caf9-427e-87a5-89e4ea9a09a9&feed=ZH32N6UM"
641374583,"Kathy Jones-Harmon (10 of Hearts, Utah)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/84f16678-c70a-4cc9-a630-fe2956516a08/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=84f16678-c70a-4cc9-a630-fe2956516a08&feed=ZH32N6UM"
639502086,"Brenda Gaddis (Jack of Spades, Ohio)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/ea92c622-97fb-4809-8f9d-ab14b6544aef/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=ea92c622-97fb-4809-8f9d-ab14b6544aef&feed=ZH32N6UM"
637588421,"Valaine Briggs (Ace of Spades, Utah)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/8c2e67db-c24c-4bc1-851d-d3cc8260ce84/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=8c2e67db-c24c-4bc1-851d-d3cc8260ce84&feed=ZH32N6UM"
635523328,"Corey A. Mitchell (2 of Spades, Ohio)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/5921d3a0-bba8-403f-912a-83a66446bc14/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=5921d3a0-bba8-403f-912a-83a66446bc14&feed=ZH32N6UM"
631700872,"Susan "Su" Taraskiewicz (8 of Spades, Massachusetts)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/59691ea4-a3d3-4eef-aa10-a5f40f799e0a/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=59691ea4-a3d3-4eef-aa10-a5f40f799e0a&feed=ZH32N6UM"
629976891,"Darlene "Dee Dee" Webb (9 of Diamonds, Florida)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/42ce88f1-2033-4e1b-bbe3-1fbce63cf5ca/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=42ce88f1-2033-4e1b-bbe3-1fbce63cf5ca&feed=ZH32N6UM"
628181654,"Diana Ferris (10 of Hearts, Connecticut)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/58f46723-597d-4735-ba69-9a6aaa8b49ce/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=58f46723-597d-4735-ba69-9a6aaa8b49ce&feed=ZH32N6UM"
626579182,"Corazon Frandsen (Jack of Diamonds, Utah)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/56b3f4cd-1c6a-483b-9256-67e70dfe3671/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=56b3f4cd-1c6a-483b-9256-67e70dfe3671&feed=ZH32N6UM"
625020641,"Nyesha Nettles (6 of Hearts, Ohio)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/14f7017d-3576-4618-9cf8-37eff254ef7a/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=14f7017d-3576-4618-9cf8-37eff254ef7a&feed=ZH32N6UM"
623280819,"Clarence “Booda” Sullivan (Ace of Diamonds, South Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/7578e519-3586-4f82-936f-69adb5978b48/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=7578e519-3586-4f82-936f-69adb5978b48&feed=ZH32N6UM"
623280177,"Rachel Anthony (5 of Spades, Minnesota)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/6d9812ae-50a9-4164-b6ea-ce4a973c7595/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=6d9812ae-50a9-4164-b6ea-ce4a973c7595&feed=ZH32N6UM"
621552536,"Craig Frear (Queen of Hearts, New York)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/b297f00b-0961-4e3e-a09a-7cd4549c6389/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=b297f00b-0961-4e3e-a09a-7cd4549c6389&feed=ZH32N6UM"
619790091,"Gina Cyphers (10 of Spades, Kansas)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/d30f1d9b-b4ba-443d-9a16-c33cb8fc93f1/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=d30f1d9b-b4ba-443d-9a16-c33cb8fc93f1&feed=ZH32N6UM"
617927330,"Mary and Susanne "Susie"  Reker (2 of Hearts, Minnesota) Part 2","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/6ded0a32-3289-4a4b-a4dc-84d30e717eca/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=6ded0a32-3289-4a4b-a4dc-84d30e717eca&feed=ZH32N6UM"
616173452,"Mary and Susanne "Susie" Reker (2 of Hearts, Minnesota) Part 1","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/43c3947f-d706-4d49-b105-5a65e67730a7/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=43c3947f-d706-4d49-b105-5a65e67730a7&feed=ZH32N6UM"
609302743,"Christine Tortoro (6 of Clubs, Connecticut)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/212d5fd9-3ecd-4524-98f4-fe78f86c90ce/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=212d5fd9-3ecd-4524-98f4-fe78f86c90ce&feed=ZH32N6UM"
607567164,"Renee McBreen (2 of Spades, Florida)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/e946ec09-e5c9-45da-b4c8-d5af082e3ee0/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=e946ec09-e5c9-45da-b4c8-d5af082e3ee0&feed=ZH32N6UM"
605781665,"Elizabeth Miller (7 of Hearts, Connecticut)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/26543eb0-e706-471e-94e1-5a59dbdab4ef/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=26543eb0-e706-471e-94e1-5a59dbdab4ef&feed=ZH32N6UM"
603845688,"Amber Hoopes (9 of Clubs, Idaho)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/5fef1aa5-5f75-4351-bac5-c5f8bf4cefff/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=5fef1aa5-5f75-4351-bac5-c5f8bf4cefff&feed=ZH32N6UM"
601949754,"Myrtle Cole (Queen of Spades, Minnesota)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/221945f4-de58-4b90-9ef2-fc9db5eb75a0/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=221945f4-de58-4b90-9ef2-fc9db5eb75a0&feed=ZH32N6UM"
598234808,"James Foster III (4 of Clubs, Virginia)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/8abc85f0-98ae-42cc-ac62-75fde6f179d0/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=8abc85f0-98ae-42cc-ac62-75fde6f179d0&feed=ZH32N6UM"
598233295,"Cody Woodson (10 of Hearts, Virginia)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/ae911b41-9185-43bd-a625-1ae2fec33cdd/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=ae911b41-9185-43bd-a625-1ae2fec33cdd&feed=ZH32N6UM"
596408403,"Tonya Teske (2 of Spades, Idaho)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/7ae09b02-9332-4e71-97dc-8ab65a196655/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=7ae09b02-9332-4e71-97dc-8ab65a196655&feed=ZH32N6UM"
594536771,"Gregory Goodson (Ace of Clubs, North Carolina)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/4e83077f-fc8c-4029-a8d0-b55fbd460652/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=4e83077f-fc8c-4029-a8d0-b55fbd460652&feed=ZH32N6UM"
592741413,"Barbara Dreher (King of Hearts, Washington DC)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/e017b900-8903-44a4-a4ff-f68ba5442a0b/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=e017b900-8903-44a4-a4ff-f68ba5442a0b&feed=ZH32N6UM"
590933464,"Sheree Allen (2 of Hearts, Utah)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/8c4af9a3-00bd-4cb7-b1d8-3c1a8a03494f/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=8c4af9a3-00bd-4cb7-b1d8-3c1a8a03494f&feed=ZH32N6UM"
589017431,"Ivory Green (Jack of Spades, New York)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/152c6439-2f3b-4092-90d4-c34dddedcf40/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=152c6439-2f3b-4092-90d4-c34dddedcf40&feed=ZH32N6UM"
587044970,"Sylvia Baker (3 of Spades, Connecticut)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/bb040515-c49e-4fbd-bc43-2ce0c221f29d/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=bb040515-c49e-4fbd-bc43-2ce0c221f29d&feed=ZH32N6UM"
585128082,"Lawrence O'Connell (Jack of Spades, Washington DC)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/417d495f-a1b3-4bbc-a8d6-bd614deee81e/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=417d495f-a1b3-4bbc-a8d6-bd614deee81e&feed=ZH32N6UM"
583081260,"Aaron "Peanut" Lamont Smalls (Ace of Spades, Virginia)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/a472550b-29a9-446f-ae38-60c274431a4f/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=a472550b-29a9-446f-ae38-60c274431a4f&feed=ZH32N6UM"
580972047,"Keyru Lolo (Queens of Hearts, Colorado)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/e368a766-bfa8-4678-98cb-dc6d48c6e2f2/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=e368a766-bfa8-4678-98cb-dc6d48c6e2f2&feed=ZH32N6UM"
580971195,"James Walker III (King of Clubs, Kansas)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/de7a79ad-0065-4cd9-a979-e22a67196b1b/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=de7a79ad-0065-4cd9-a979-e22a67196b1b&feed=ZH32N6UM"
578977300,"Sherry Black (9 of Hearts, Utah) Part 2","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/9502bf7d-ffeb-4eba-9472-960e6a8164b8/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=9502bf7d-ffeb-4eba-9472-960e6a8164b8&feed=ZH32N6UM"
578976317,"Sherry Black (9 of Hearts, Utah) Part 1","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/49c1fc8e-4e89-4028-9ea0-35791d49baea/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=49c1fc8e-4e89-4028-9ea0-35791d49baea&feed=ZH32N6UM"
576931915,"Deana Patnode (4 of Diamonds, Minnesota)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/fc296149-770a-4a03-9016-2593f6b95a22/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=fc296149-770a-4a03-9016-2593f6b95a22&feed=ZH32N6UM"
574991034,"Joseph Pellicci (Jack of Hearts, Connecticut)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/c96c4aae-fda6-4296-bec5-3dceffc589e1/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=c96c4aae-fda6-4296-bec5-3dceffc589e1&feed=ZH32N6UM"
573132208,"Cassandra Jones (Queen of Clubs, Kansas)","https://tracking.swap.fm/track/fxUKVg2nSMaPSHLeKNKH/stitcher.simplecastaudio.com/665829b1-6a18-4a6b-ba95-2d6c5caf4f0f/episodes/b58b70b6-5b84-4d37-b346-1761958e9432/audio/128/default.mp3?aid=rss_feed&awCollectionId=665829b1-6a18-4a6b-ba95-2d6c5caf4f0f&awEpisodeId=b58b70b6-5b84-4d37-b346-1761958e9432&feed=ZH32N6UM"
